projectid,BillingType,itemdescription,itemUnit,ItemRate,itemQuantity,ItemDate,Billable?,Chargeable?,code1,CODE2,User
14911980,Time,"Chk 32007 - Landmark Legal  Inv 11717, Service Citation of Charles Wade Barcheers",Per hour,$192.40 ,1,10/6/2021,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14911980,Time,"Chk 32007 - Landmark Legal  Inv 11717, Service Citation of Charles Wade Barcheers",Per hour,$192.40 ,1,10/6/2021,FALSE,FALSE,PC Phone Call,NULL,roberthogan
14911980,Time,"Chk 32007 - Landmark Legal  Inv 11717, Service Citation of Charles Wade Barcheers",Per hour,$192.40 ,1,10/6/2021,FALSE,FALSE,RS Research,NULL,roberthogan
14911980,Time,Chk 32013 - DE Assoc for Process Service on Farrell,Per hour,$65.00 ,1,10/14/2021,FALSE,FALSE,CO Court Time,NULL,roberthogan
14911980,Time,Chk 32013 - DE Assoc for Process Service on Farrell,Per hour,$65.00 ,1,10/14/2021,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14911980,Time,Chk 32013 - DE Assoc for Process Service on Farrell,Per hour,$65.00 ,1,10/14/2021,FALSE,FALSE,PC Phone Call,NULL,roberthogan
14911980,Time,Chk 32013 - DE Assoc for Process Service on Farrell,Per hour,$65.00 ,1,10/14/2021,FALSE,FALSE,RS Research,NULL,roberthogan
14911980,Time,Filing fee for POP,Per hour,$355.00 ,1,6/11/2021,TRUE,TRUE,CO Court Time,NULL,roberthogan
14911980,Time,Filing fee for POP,Per hour,$355.00 ,1,6/11/2021,TRUE,TRUE,DR Draft/Revise,NULL,roberthogan
14911980,Time,Filing fee for POP,Per hour,$355.00 ,1,6/11/2021,TRUE,TRUE,PC Phone Call,NULL,roberthogan
14911980,Time,Filing fee for POP,Per hour,$355.00 ,1,6/11/2021,TRUE,TRUE,RS Research,NULL,roberthogan
14911980,Time,Filing Service Process Papers,Per hour,$3.34 ,1,10/13/2021,FALSE,FALSE,CO Court Time,NULL,roberthogan
14911980,Time,Filing Service Process Papers,Per hour,$3.34 ,1,10/13/2021,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14911980,Time,Filing Service Process Papers,Per hour,$3.34 ,1,10/13/2021,FALSE,FALSE,PC Phone Call,NULL,roberthogan
14911980,Time,Filing Service Process Papers,Per hour,$3.34 ,1,10/13/2021,FALSE,FALSE,RS Research,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc - Notice of Hearing against Charles Wade Barcheers,Per hour,$3.34 ,1,8/24/2021,FALSE,FALSE,CO Court Time,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc - Notice of Hearing against Charles Wade Barcheers,Per hour,$3.34 ,1,8/24/2021,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc - Notice of Hearing against Charles Wade Barcheers,Per hour,$3.34 ,1,8/24/2021,FALSE,FALSE,PC Phone Call,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc - Notice of Hearing against Charles Wade Barcheers,Per hour,$3.34 ,1,8/24/2021,FALSE,FALSE,RS Research,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc eFiling - Issue citation on Charles Wade Barcheers,Per hour,$11.58 ,1,6/21/2021,FALSE,FALSE,CO Court Time,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc eFiling - Issue citation on Charles Wade Barcheers,Per hour,$11.58 ,1,6/21/2021,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc eFiling - Issue citation on Charles Wade Barcheers,Per hour,$11.58 ,1,6/21/2021,FALSE,FALSE,PC Phone Call,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc eFiling - Issue citation on Charles Wade Barcheers,Per hour,$11.58 ,1,6/21/2021,FALSE,FALSE,RS Research,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc efiling fee for Service Citation on Jennifer Farrel,Per hour,$11.58 ,1,8/26/2021,FALSE,FALSE,CO Court Time,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc efiling fee for Service Citation on Jennifer Farrel,Per hour,$11.58 ,1,8/26/2021,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc efiling fee for Service Citation on Jennifer Farrel,Per hour,$11.58 ,1,8/26/2021,FALSE,FALSE,PC Phone Call,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc efiling fee for Service Citation on Jennifer Farrel,Per hour,$11.58 ,1,8/26/2021,FALSE,FALSE,RS Research,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc eFiling of POP,Per hour,$253.37 ,1,6/11/2021,FALSE,FALSE,CO Court Time,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc eFiling of POP,Per hour,$253.37 ,1,6/11/2021,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc eFiling of POP,Per hour,$253.37 ,1,6/11/2021,FALSE,FALSE,PC Phone Call,NULL,roberthogan
14911980,Time,MC 8823 - ProDoc eFiling of POP,Per hour,$253.37 ,1,6/11/2021,FALSE,FALSE,RS Research,NULL,roberthogan
14911981,Time,Chk 31862 - CMC Rad Films - Heith Bridges,Per hour,$80.00 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911981,Time,Chk 31863 - CMC Rad Films - Brandy Herrera-Pace,Per hour,$80.00 ,1,3/13/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911981,Time,Chk 32023 - CMG records - Heith Bridges,Per hour,$25.00 ,1,10/14/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911981,Time,Chk 32025 - Covenant Health MRs - Heith Sharecare Invoice # 2988803,Per hour,$98.25 ,1,10/14/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911981,Time,"Chk 32027 - CMG records - HerreraPace, Brandy",Per hour,$25.00 ,1,10/14/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911981,Time,"Chk 32030 - Walmart RX records via Ciox - HerreraPace, Brandy",Per hour,$51.40 ,1,10/14/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911981,Time,"Chk 32031 - Walmart RX via Ciox - HerreraPace, Brandy",Per hour,$0.00 ,1,10/14/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911981,Time,Chk 3205 - Dr Ordonez treatment 08/04/2021,Per hour,$130.90 ,1,11/3/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911981,Time,"Chk 3209 - CMC records via Sharecare - HerreraPace, Brandy ",Per hour,$104.25 ,1,10/14/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911981,Time,Chk 32124 - Cswap for LDR billing records,Per hour,$52.79 ,1,2/11/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911981,Time,Chk 32207 - Cswap/LDR Billing - Brandy,Per hour,$52.79 ,1,5/27/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911982,Time,Covenant Medical Center - Medical Records ,Per hour,$232.00 ,1,4/26/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911982,Time,Deposition Transcript for Stephanie Diaz,Per hour,"$1,373.68 ",1,4/30/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911982,Time,MC 8823- ProDoc- Vacation Letter,Per hour,$4.25 ,1,6/6/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911982,Time,MC 8823-Pro Doc-Order ,Per hour,$4.25 ,1,9/7/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911983,Time,Chk 32164 - MRO/UMC records,Per hour,$102.62 ,1,2/11/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911983,Time,Chk 32165 - UMC Rad,Per hour,$11.00 ,1,2/11/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911984,Time,Chk 32137 - MRO/UMC records,Per hour,$123.32 ,1,2/11/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911984,Time,Chk 32138 - UMC Radiology films,Per hour,$11.00 ,1,2/11/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911986,Time,MC 8823 - ProDoc filing fee for Original Answer,Per hour,$3.34 ,1,11/23/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911988,Time,MC 8823-Pro Doc-Original Answer ,Per hour,$4.25 ,1,9/22/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911991,Time,Chk 32234 - Landmark Legal - Service of Citation out of town - John Nevill,Per hour,$116.00 ,1,5/31/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911991,Time,Chk 32253 - Landmark Legal - Svc Citation by certified mail to Cornerstone Leasing,Per hour,$95.50 ,1,7/6/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911991,Time,VISA 8541- Pro Doc-Order Denying Motion to Transfer Venue,Per hour,$4.25 ,1,10/20/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911992,Time,MEA Search done on 7/13/22,Per hour,$375.00 ,1,8/15/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14911993,Time,Coporate filing fees,Per hour,$300.00 ,1,8/26/2022,TRUE,TRUE,CM Client Meeting,NULL,roberthogan
14911993,Time,Coporate filing fees,Per hour,$300.00 ,1,8/26/2022,TRUE,TRUE,DR Draft/Revise,NULL,roberthogan
14911993,Time,MC 8823 - Blumberg's - Corp Binder w/Seal,Per hour,$97.37 ,1,8/29/2022,TRUE,TRUE,CM Client Meeting,NULL,roberthogan
14911993,Time,MC 8823 - Blumberg's - Corp Binder w/Seal,Per hour,$97.37 ,1,8/29/2022,TRUE,TRUE,DR Draft/Revise,NULL,roberthogan
14911993,Time,MC 8823 - Blumburg Excelsior Inc,Per hour,$97.37 ,1,8/30/2022,FALSE,FALSE,CM Client Meeting,NULL,roberthogan
14911993,Time,MC 8823 - Blumburg Excelsior Inc,Per hour,$97.37 ,1,8/30/2022,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14911993,Time,MC 8823 - TX Secretary of State - Corp Fee,Per hour,$300.00 ,1,8/29/2022,FALSE,FALSE,CM Client Meeting,NULL,roberthogan
14911993,Time,MC 8823 - TX Secretary of State - Corp Fee,Per hour,$300.00 ,1,8/29/2022,FALSE,FALSE,DR Draft/Revise,NULL,roberthogan
14912011,Time,Certified mail to NVC,Per hour,$7.83 ,1,2/9/2018,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912011,Time,FedEx to NVC,Per hour,$59.50 ,1,12/14/2017,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912011,Time,Police Certificate Translation,Per hour,$33.00 ,1,2/9/2018,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912013,Time,Chk 32225 - Office of Dispute Resolution Mediation,Per hour,$175.00 ,1,5/31/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912013,Time,Parking charge,Per hour,$1.00 ,3,8/8/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912015,Time,NULL,Per hour,$15.00 ,1,12/30/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912015,Time,NULL,Per hour,$16.99 ,1,1/2/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912015,Time,NULL,Per hour,$26.99 ,1,1/2/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912015,Time,NULL,Per hour,$50.66 ,1,12/30/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912015,Time,CC 7306 pymnt to City of Plainview EMS/ChartSwap for Billing Records,Per hour,$35.66 ,1,12/11/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912015,Time,"Chk 31339, CHS/Sharecare MRs & Bills",Per hour,$96.13 ,1,1/17/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912015,Time,"Chk 31505 - Chartswap for Crow Emergency Physicians, bills and records",Per hour,$70.66 ,1,4/22/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912016,Time,Chk 32020 - Office of Dispute Resolution - Mediation,Per hour,$200.00 ,1,10/14/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912016,Time,"Chk 32229 - Rogers, Harvey & Crutcher Court Rptrs",Per hour,$939.70 ,1,5/31/2022,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912016,Time,E-filing expense,Per hour,$3.34 ,1,10/6/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912016,Time,e-filing fee,Per hour,$0.00 ,0,7/9/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912016,Time,Filing Fee Designation of Expert & Fact Witnesses,Per hour,$3.34 ,1,8/26/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912016,Time,Filing NOD of Amy Eade,Per hour,$3.34 ,1,9/20/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912016,Time,Filing of Amended Answer,Per hour,$3.34 ,1,10/12/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912016,Time,Filing of Notice of De-Designation,Per hour,$3.34 ,1,8/18/2021,FALSE,FALSE,OM Other Meeting,NULL,roberthogan
14912016,Time,MTW Filing,Per hour,$3.34 ,1,7/17/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912016,Time,Order Regarding MTWC,Per hour,$3.34 ,1,7/17/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912017,Time,Printing of last will and testament,Per hour,$15.00 ,1,7/17/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,NULL,Per hour,$3.34 ,1,11/14/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,NULL,Per hour,$792.95 ,1,10/16/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Airfare from LBB to OKC and return,Per hour,$681.99 ,1,10/9/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Brenda Rohrs. CSR - October 21st Depo ,Per hour,$542.50 ,1,11/4/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Certified Mail - Notice to Vacate,Per hour,$6.95 ,3,6/17/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Ck No. 31304 to Brenda Rohrs for Payment on Hearing Record,Per hour,$75.00 ,1,12/18/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Ck to Brenda Rohrs for preparation of court record,Per hour,$0.00 ,0,12/18/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Deposition Expense - Davenport Dickman - Deposition of Don Weinstein,Per hour,$734.96 ,1,12/15/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Deposition Expense - Davenport Dickman - Deposition of Mark Guess,Per hour,$916.08 ,1,12/2/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Deposition Expense - Dickman Davenport - Deposition Expense of Kerney Pipkin,Per hour,$644.20 ,1,11/30/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Deposition Expense - Dickman Davenport - Deposition of Mark Layton,Per hour,"$1,023.40 ",1,11/25/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,"Deposition Expense, Robert Malcom",Per hour,"$2,395.90 ",1,10/30/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Deposition Transcript of Gary Reighard,Per hour,$823.55 ,1,10/14/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Deposition Transcript of Kevin Dunn,Per hour,"$1,180.55 ",1,12/3/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Deposition Transcript of Seth Andrews,Per hour,$966.90 ,1,9/24/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Dodson Court Reporting Invoice No. 117152,Per hour,$816.74 ,1,10/16/2019,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
14912018,Time,Filing Fee for Answer to Motion to Dismiss,Per hour,$0.00 ,0,1/21/2020,TRUE,TRUE,OM Other Meeting,NULL,roberthogan
